1389415155758809	2980457574259546	1	1457665200
1037596047845682	978869739505827	1	1458961200
1231814924432035	1074141353682819	1	1458874800
699355650331018	485097216546826	1	1461726000
1214215934263105	3094886041008339	1	1461466800
2986046766766369	3185324845078622	1	1460430000
2880071145581508	401906913224517	1	1462071600
2848530986042352	510339616925862	1	1459134000
1966350121394234	3151298107788928	1	1461294000
2833851686096571	57484629675438	1	1460689200
646953525707477	2952586208768455	1	1453168800
1001936486533359	3151298107788928	1	1459998000
843594073180830	1037303493995463	1	1457924400
2847975899232552	2102694821459710	1	1460775600
2357361561356803	401906913224517	1	1454292000
2017558959566858	663157115946630	1	1459652400
1724944783846240	2922310740033900	1	1460430000
1350409602352804	1838108207692974	1	1458097200
569164863032510	2626459898258517	1	1458270000
542463939290461	1659840805718841	1	1455674400
1100078216898498	3172494564382494	1	1460862000
3321804065742734	2964043800539191	1	1461812400
2527929175809887	2332436933470801	2	1459911600
2955468049825806	897064049906747	1	1460257200
2132197005267356	897064049906747	1	1461553200
248343729477561	1726026021769732	5	1459566000
892095171774721	1184744617345934	1	1460689200
2111805645407917	2786541778587369	1	1455933600
1590187790309760	3214315360742107	1	1459479600
647007510195536	2469498234511838	1	1457838000
555087952983724	3351336614451489	1	1461898800
1439749763739822	415484330780976	1	1458788400
108925024040800	1726026021769732	5	1460689200
1182850403667383	738977595379058	1	1460948400
619440624681814	3387829045753661	1	1456110000
3031131982157776	2354653425369094	1	1461294000
3136860248066201	911077403799174	1	1457924400
128615393334454	1463748018912633	1	1459479600
1740563431164393	2652707508179377	1	1460862000
2059655234588605	1726026021769732	5	1459393200
1660596342123244	1187402712780478	1	1459047600
333151059328601	1556958005293917	1	1459047600
61512410816036	2084170048661463	1	1458702000
3069882993281825	1615010268521039	1	1455933600
1757966233545810	3387946010042634	1	1459911600
2730147531004408	1873406111194029	1	1461207600
2462559445188530	2568918343138245	1	1456023600
1482978576601822	2575469761198702	1	1460084400
1636206231389591	1243476796233584	1	1461380400
3054810761044454	3315894826815550	1	1458183600
2895277386151736	155355769685734	1	1455674400
19778522283625	2607804557943658	1	1462071600
2623817174981464	2964043800539191	1	1461812400
951344381584711	231004201378938	1	1459479600
1993689442397953	3380504663535199	1	1461639600
2525071659625635	2332436933470801	2	1459911600
332136822379985	2857017541070465	1	1459825200
2392643671139918	769667207213248	1	1461380400
2523001574784543	1726026021769732	5	1459738800
1158819890399417	1164942533951578	1	1461294000
1737663344070879	860407108725371	1	1460084400
1643804936385130	2832054735333711	1	1460257200
771984302289103	1887381437353210	1	1459566000
2713137213750656	401906913224517	1	1461034800
1466322587037794	1271626030059524	1	1457924400
3079560124988206	1726026021769732	5	1458874800
2837698451499207	3351336614451489	1	1461812400
2322311803413907	627302808916702	1	1455760800
851699907793135	912110987008385	1	1459738800
1785896746179300	573035351237461	1	1461034800
1207502962769055	1444781733738953	1	1457578800
3164784908161737	2392502662397752	1	1461034800
1873751903615768	3386787199008233	1	1461898800
1897443894065633	1061594705903553	1	1456196400
1933571751222070	1726026021769732	5	1462071600
7577027167269	1887381437353210	1	1459479600
1308062695461264	3137624531590495	1	1458961200
638697960610378	612021013589494	1	1460084400
208042062096155	104313727523940	1	1460862000
771883150219603	2358002428769053	1	1459134000
149642329221282	444658767880362	1	1458356400
1367645866581320	2351468271180763	1	1455847200
1138978681312184	1726026021769732	5	1459566000
910983513551564	1872750845179286	1	1456196400
2306031534995301	1136972885227181	1	1460602800
3083092005665804	2658765532883212	1	1459047600
2018823169353499	2574216712962379	1	1455847200
1427214343775944	907834107225019	1	1459306800
184025254063766	492765564247061	1	1457406000
1061421374360884	2590583007116973	1	1460602800
2123688811060907	3384466179730853	1	1460170800
3076322857388177	124346815349469	1	1462071600
2960314532922245	2280640173245762	1	1461121200
355440603754545	1461049400005161	1	1459998000
1313045533159718	1852609018087852	1	1460948400
685108337652429	946606379288460	1	1456196400
2398728587385482	1782674627474397	1	1459825200
2126394732677145	2700660321509014	1	1461726000
1987135410348873	1132930365134296	1	1460602800
2549059643411712	1539768156406582	1	1460084400
3063847012843260	1726026021769732	5	1461985200
2024572653949943	3151298107788928	1	1460516400
1167220289934730	2261849565977856	1	1456023600
612491710348039	1847501712756999	1	1460862000
2017185279846081	2396868210314591	1	1458702000
1282445322435778	37113100758578	1	1461726000
2104556499430700	1090359091478989	1	1457751600
2792782937728896	2824756830137351	1	1459134000
494931969134779	1243476796233584	1	1461294000
1961868608905868	2113662383591660	1	1458183600
1626121987379187	2759470228903308	1	1460948400
285274100092469	2127175476043128	1	1461812400
726348686799457	2712230784142730	1	1461553200
2374961879758217	322003632629406	1	1458183600
812474204561750	2392502662397752	1	1459393200
1187114593288588	1232800240848863	1	1458356400
2089222495048209	425206047472377	1	1458874800
256170724326470	2560283800233479	1	1460343600
3128129677058884	2996589662346541	1	1461726000
2087504532691918	1210859365789299	1	1459652400
1732240403797660	3184574129339319	1	1460775600
2889984347155771	609540275664911	1	1458356400
1204210772697499	272918868551674	1	1456110000
1150866194678813	1726026021769732	5	1459566000
294140277710854	2701495554541891	1	1458010800
2701211678174521	3292633153162825	1	1461985200
684072671617479	1076258471455218	1	1461294000
995395953570138	1413103559036375	1	1458874800
3010380070915261	770957573732642	1	1457751600
3014220412605844	181509773835188	1	1461034800
3372850052758953	2769362805169336	1	1459047600
2743446351186832	1881725652542260	1	1461553200
331097982506940	2637217647445378	1	1459306800
1640656014578741	2658765532883212	1	1457578800
2991192183215811	3351336614451489	1	1461898800
2270523035191280	479315134878921	1	1458874800
596497981221751	2332436933470801	2	1459911600
864278849612039	956203144205277	1	1462071600
2006052215977749	2102694821459710	1	1456023600
1330263193672460	3051693140803609	1	1457838000
398820437604314	289176348142696	1	1461985200
2608182416508808	3329158849744529	1	1459047600
482611543331766	178879917795410	1	1458788400
1624244116847676	3052416313378174	1	1458529200
1642041662976668	1231716261257014	1	1461639600
2036263509958551	1726026021769732	5	1460170800
1006849533547151	596174020700550	1	1458183600
3311965404665123	3372074245398624	1	1461726000
2095063331527727	654696241548632	1	1459652400
1750183349796311	1726026021769732	5	1458702000
1759769491114464	3238733067462035	1	1457492400
651111827410142	1036107705107462	1	1461466800
1478200132421499	1258327610924847	1	1458874800
1875284603969052	2452662730630819	1	1456023600
230907471186516	2976166618971891	1	1459911600
1558612910943984	267243479035905	1	1461121200
1297968734566194	2683179527700438	1	1459306800
1134513163452537	2513923793255678	1	1461553200
434251865238917	1327989452503811	1	1459738800
3388798264817966	1475066229740597	1	1461121200
430585724432921	1518311345723447	1	1458874800
1899312376243110	265979167388039	1	1460516400
2800436483750859	869713686697587	1	1460862000
1173771938967598	1232800240848863	1	1458615600
164593495507191	1227218482051410	1	1455847200
2871279100901721	2341690898805039	1	1461121200
906115131106199	232330610667078	1	1458183600
2401701290933237	2607804557943658	1	1461380400
3281094060648627	2049611670763120	1	1457838000
764469864947100	2062123635700217	1	1459047600
3379180960794886	2566768486485450	1	1461898800
1237351861445458	3174684899199806	1	1460689200
840123190958072	1994394519932604	1	1459566000
2742523500931682	2870644258008548	1	1456282800
1539887259969884	2350355514909651	1	1460343600
1990935298834289	1164942533951578	1	1460170800
303472267520051	87531509355269	1	1462071600
502376894406894	929503846478526	1	1459134000
882004171148598	2854304931184948	1	1456023600
1557247988656716	3148674381201234	1	1461812400
1959536042499089	1726026021769732	5	1459825200
890141322211466	2511529374515027	1	1458702000
